Reading,Lux,Anomaly,Smoothed Lux
1003,2712.5,False,2712.5
1004,2517.5,False,2673.5
1005,2517.5,False,2634.5
1006,2517.5,False,2595.5
1007,2517.5,False,2556.5
1008,2517.5,False,2517.5
1009,2517.5,False,2517.5
1010,2517.5,False,2517.5
1011,2517.5,False,2517.5
1012,2517.5,False,2517.5
1013,2517.5,False,2517.5
1014,2517.5,False,2517.5
1015,2517.5,False,2517.5
1016,2517.5,False,2517.5
1017,2517.5,False,2517.5
1018,2517.5,False,2517.5
1019,2517.5,False,2517.5
1020,2517.5,False,2517.5
1021,2517.5,False,2517.5
1022,2517.5,False,2517.5
1023,2517.5,False,2517.5
1024,2517.5,False,2517.5
1025,1566.67,False,2327.334
1026,1566.67,False,2137.168
1027,1566.67,False,1947.002
1028,1566.67,False,1756.836
1029,1566.67,False,1566.67
1030,1566.67,False,1566.67
1031,1566.67,False,1566.67
1032,1566.67,False,1566.67
1033,1566.67,False,1566.67
1034,1566.67,False,1566.67
1035,1566.67,False,1566.67
1036,1566.67,False,1566.67
1037,1566.67,False,1566.67
1038,1566.67,False,1566.67
1039,1566.67,False,1566.67
1040,1566.67,False,1566.67
1041,1566.67,False,1566.67
1042,1566.67,False,1566.67
1043,1154.17,False,1484.17
